Time(Hours),EntityID,ObjectName,ProcessID,StepName,Action
16.5070844273107,TrainWagon.518,Model,40.TrainLoadStation_FillingContainer,[Assign] TrainArrivalTime,Assigning state variable 'TrainWagon.518.Time_StartLoading' the value '16.5070844273107' Hours.
16.5070844273107,TrainWagon.518,Model,40.TrainLoadStation_FillingContainer,[End],Process 'TrainLoadStation_FillingContainer' ended.
16.5070844273107,TrainWagon.518,TrainLoadStation,64.OnEnteredProcessing,[Assign] ToStartFilling,Assigning state variable 'FlowInput@TrainLoadStation.FlowRegulator.Enabled' the value '1' .
16.5070844273107,TrainWagon.518,TrainLoadStation,64.OnEnteredProcessing,[Assign] ToStartFilling,Assigning state variable 'TrainLoadStation.ReachedDesiredAddedVolume.CurrentThresholdValue' the value 'Infinity' Cubic Meters.
16.5070844273107,TrainWagon.518,TrainLoadStation,64.OnEnteredProcessing,[Assign] ToStartFilling,Assigning state variable 'TrainLoadStation.ReachedDesiredAddedVolume.Enabled' the value '0' .
16.5070844273107,TrainWagon.518,TrainLoadStation,64.OnEnteredProcessing,[Assign] ToStartFilling,Assigning state variable 'TrainLoadStation.ReachedDesiredAddedWeight.CurrentThresholdValue' the value '24000' Metric Tons.
16.5070844273107,TrainWagon.518,TrainLoadStation,64.OnEnteredProcessing,[Assign] ToStartFilling,Assigning state variable 'TrainLoadStation.ReachedDesiredAddedWeight.Enabled' the value '0' .
16.5070844273107,TrainWagon.518,TrainLoadStation,64.OnEnteredProcessing,[Assign] ToStartFilling,Assigning state variable 'ResourceState' the value '0' .
16.5070844273107,TrainWagon.518,TrainLoadStation,64.OnEnteredProcessing,[Wait] UntilFillTarget,Token waiting for event 'TrainWagon.518.FlowContainer.Full'.
16.5070844273107,TrainWagon.518,TrainLoadStation,64.OnEnteredProcessing,[Wait] UntilFillTarget,Token waiting for event 'TrainLoadStation.ReachedDesiredAddedVolume.Event'.
16.5070844273107,TrainWagon.518,TrainLoadStation,64.OnEnteredProcessing,[Wait] UntilFillTarget,Token waiting for event 'TrainLoadStation.ReachedDesiredAddedWeight.Event'.
16.5070844273107,TrainWagon.518,TrainLoadStation,64.OnEnteredProcessing,[Wait] UntilFillTarget,Token waiting at Wait step for '3' event(s). The wait is until any one of the events occurs.
16.5070844273107,TrainWagon.518,TimePath3,92.OnReachedEnd,[End],Process 'OnReachedEnd' ended.
16.5070844273107,TrainWagon.518,ContainerInput@TrainLoadStation,58.OnEnteredToAssociatedObject,[End],Process 'OnEnteredToAssociatedObject' ended.
16.5070844273107,--,--,--,--,Firing event 'Stockpile2OutputQuantity_Monitor.Event'.
16.5070844273107,LAC.519,CV_3304N,61.OnEntered,[Transfer] ToOutboundLink,Entity 'LAC.520' initiating transfer from '[FreeSpace] Model' into node 'CV_3304T'.
16.5070844273107,LAC.520,CV_3304T,58.OnEntered,[Begin],Process 'OnEntered' initiated.
16.5070844273107,LAC.520,CV_3304T,58.OnEntered,[Transfer] ToOutboundLink,Adding request to transfer flow from entity 'LAC.520' to location type 'OutboundLink' using flow regulator 'CV_3304T.FlowRegulator'.
16.5070844273107,LAC.520,CV_3304T,58.OnEntered,[Transfer] ToOutboundLink,Entity 'LAC.521' initiating transfer from '[FreeSpace] Model' into node 'CV_3306H'.
16.5070844273107,LAC.521,CV_3306H,92.OnEntered,[Begin],Process 'OnEntered' initiated.
16.5070844273107,LAC.521,CV_3306H,92.OnEntered,[Transfer] ToOutboundLink,Adding request to transfer flow from entity 'LAC.521' to location type 'OutboundLink' using flow regulator 'CV_3306H.FlowRegulator'.
16.5070844273107,LAC.521,CV_3306H,92.OnEntered,[Transfer] ToOutboundLink,Entity 'LAC.522' initiating transfer from '[FreeSpace] Model' into node 'CV_3306T'.
16.5070844273107,LAC.522,CV_3306T,40.OnEntered,[Begin],Process 'OnEntered' initiated.
16.5070844273107,LAC.522,CV_3306T,40.OnEntered,[Transfer] ToOutboundLink,Adding request to transfer flow from entity 'LAC.522' to location type 'OutboundLink' using flow regulator 'CV_3306T.FlowRegulator'.
16.5070844273107,LAC.522,CV_3306T,40.OnEntered,[Transfer] ToOutboundLink,Entity 'LAC.523' initiating transfer from '[FreeSpace] Model' into node 'Input@TrainLoadBin'.
16.5070844273107,LAC.523,Input@TrainLoadBin,54.OnEnteredToAssociatedObject,[Begin],Process 'OnEnteredToAssociatedObject' initiated.
16.5070844273107,LAC.523,Input@TrainLoadBin,54.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'LAC.523' initiating transfer from '[Node] Input@TrainLoadBin' into object 'TrainLoadBin'.
16.5070844273107,LAC.523,Input@TrainLoadBin,54.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Adding request to transfer flow from entity 'LAC.523' to location type 'Container' using flow regulator 'Input@TrainLoadBin.FlowRegulator'.
16.5070844273107,LAC.523,Input@TrainLoadBin,54.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'LAC.524' initiating transfer from '[FreeSpace] Model' into container location 'TrainLoadBin.FlowContainer'.
16.5070844273107,LAC.524,TrainLoadBin,82.OnEnteredFlowContainer,[Begin],Process 'OnEnteredFlowContainer' initiated.
16.5070844273107,LAC.524,TrainLoadBin,82.OnEnteredFlowContainer,[Transfer] ToOutputNode,Entity 'LAC.524' initiating transfer from '[Container] TrainLoadBin.FlowContainer' into node 'Output@TrainLoadBin'.
16.5070844273107,LAC.524,Output@TrainLoadBin,72.OnEnteredFromAssociatedObject,[Begin],Process 'OnEnteredFromAssociatedObject' initiated.
16.5070844273107,LAC.524,Output@TrainLoadBin,72.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Adding request to transfer flow from entity 'LAC.524' to location type 'OutboundLink' using flow regulator 'Output@TrainLoadBin.FlowRegulator'.
16.5070844273107,--,--,--,--,Firing event 'TrainLoadBin.WeightLevelRisingAboveLowMark.Event'.
16.5070844273107,--,--,--,--,Firing event 'TrainLoadBin.WeightLevelRisingAboveMidMark.Event'.
16.5070844273107,--,--,--,--,Firing event 'TrainLoadBin.WeightLevelRisingAboveHighMark.Event'.
16.5070844273107,LAC.524,Output@TrainLoadBin,72.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Entity 'LAC.525' initiating transfer from '[FreeSpace] Model' into node 'FlowInput@TrainLoadStation'.
16.5070844273107,LAC.525,FlowInput@TrainLoadStation,67.OnEnteredToAssociatedObject,[Begin],Process 'OnEnteredToAssociatedObject' initiated.
16.5070844273107,LAC.525,FlowInput@TrainLoadStation,67.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'LAC.525' initiating transfer from '[Node] FlowInput@TrainLoadStation' into object 'TrainLoadStation'.
16.5070844273107,LAC.525,FlowInput@TrainLoadStation,67.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Adding request to transfer flow from entity 'LAC.525' to location type 'Container' using flow regulator 'FlowInput@TrainLoadStation.FlowRegulator'.
16.5070844273107,LAC.525,FlowInput@TrainLoadStation,67.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'LAC.526' initiating transfer from '[FreeSpace] Model' into container location 'TrainWagon.518.FlowContainer'.
16.5070844273107,--,--,--,--,Firing event 'TrainLoadStation.FillingRateChanged.Event'.
16.5070844273107,TrainLoadStation,TrainLoadStation,73.OnFillingRateChanged,[Begin],Process 'OnFillingRateChanged' initiated.
16.5070844273107,TrainLoadStation,TrainLoadStation,73.OnFillingRateChanged,[Assign] ResourceState,Assigning state variable 'ResourceState' the value '1' .
16.5070844273107,TrainLoadStation,TrainLoadStation,73.OnFillingRateChanged,[End],Process 'OnFillingRateChanged' ended.
16.5532978973039,--,--,--,--,Firing event 'LAC_Feeder.WeightLevelFallingBelowMidMark.Event'.
16.5532978973039,LAC_Feeder,LAC_Feeder,73.OnFlowContainerLevelFallingBelowMidMark,[Begin],Process 'OnFlowContainerLevelFallingBelowMidMark' initiated.
16.5532978973039,LAC_Feeder,LAC_Feeder,73.OnFlowContainerLevelFallingBelowMidMark,[Assign] OnTankLevelFallingBelowMidMarkAssignments,Assigning state variable 'LCV_9001H.FlowRegulator.Enabled' the value '1' .
16.5532978973039,LAC_Feeder,LAC_Feeder,73.OnFlowContainerLevelFallingBelowMidMark,[Assign] OnTankLevelFallingBelowMidMarkAssignments,Assigning state variable 'LCV_9003H.FlowRegulator.Enabled' the value '1' .
16.5532978973039,LAC.389,LCV_9003H,76.OnEntered,[Transfer] ToOutboundLink,Entity 'LAC.527' initiating transfer from '[FreeSpace] Model' into node 'FlowNode4_1'.
16.5532978973039,LAC.527,FlowNode4_1,46.OnEntered,[Begin],Process 'OnEntered' initiated.
16.5532978973039,LAC.527,FlowNode4_1,46.OnEntered,[Transfer] ToOutboundLink,Adding request to transfer flow from entity 'LAC.527' to location type 'OutboundLink' using flow regulator 'FlowNode4_1.FlowRegulator'.
16.5532978973039,LAC_Feeder,LAC_Feeder,73.OnFlowContainerLevelFallingBelowMidMark,[Assign] OnTankLevelFallingBelowMidMarkAssignments,Assigning state variable 'LCV_9002H.FlowRegulator.Enabled' the value '0' .
16.5532978973039,LAC_Feeder,LAC_Feeder,73.OnFlowContainerLevelFallingBelowMidMark,[End],Process 'OnFlowContainerLevelFallingBelowMidMark' ended.
16.5532978973039,LAC.527,FlowNode4_1,46.OnEntered,[Transfer] ToOutboundLink,Entity 'LAC.528' initiating transfer from '[FreeSpace] Model' into node 'Input@LAC_Feeder'.
16.5532978973039,LAC.528,Input@LAC_Feeder,73.OnEnteredToAssociatedObject,[Begin],Process 'OnEnteredToAssociatedObject' initiated.
16.5532978973039,LAC.528,Input@LAC_Feeder,73.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'LAC.528' initiating transfer from '[Node] Input@LAC_Feeder' into object 'LAC_Feeder'.
16.5532978973039,LAC.528,Input@LAC_Feeder,73.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Adding request to transfer flow from entity 'LAC.528' to location type 'Container' using flow regulator 'Input@LAC_Feeder.FlowRegulator'.
16.7502777777778,LACGenServer,LACGenServer,32.OnCapacityChanged,[Begin],Process 'OnCapacityChanged' initiated.
16.7502777777778,LACGenServer,LACGenServer,32.OnCapacityChanged,[Assign] ProcessingCapacity,Assigning state variable 'LACGenServer.Processing.CurrentCapacity' the value '1' .
16.7502777777778,LACGenServer,LACGenServer,32.OnCapacityChanged,[Decide] IfOnShift,Token branching on condition '(Capacity.Previous==0)&&(Capacity>0)'.
16.7502777777778,LACGenServer,LACGenServer,32.OnCapacityChanged,[Decide] IfOnShift,Token sent to 'True' exit.
16.7502777777778,LACGenServer,LACGenServer,32.OnCapacityChanged,[Resume] Processing,Resuming process 'LACGenServer.OnEnteredProcessing'.
16.7502777777778,--,--,--,--,The number of suspensions applied to process 'LACGenServer.OnEnteredProcessing' is now '0'.
16.7502777777778,LACGenServer,LACGenServer,32.OnCapacityChanged,[Execute] OnShift_AddOnProcess,Executing process 'LACGenServer_OnShift'.
16.7502777777778,LACGenServer,Model,79.LACGenServer_OnShift,[Begin],Process 'LACGenServer_OnShift' initiated.
16.7502777777778,LACGenServer,Model,79.LACGenServer_OnShift,[Assign] FlowOn,Assigning state variable 'Output@LAC_Input.FlowRegulator.Enabled' the value '1' .
16.7502777777778,LAC.288,Output@LAC_Input,10.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Entity 'LAC.529' initiating transfer from '[FreeSpace] Model' into node 'LCV_9001H'.
16.7502777777778,LAC.529,LCV_9001H,81.OnEntered,[Begin],Process 'OnEntered' initiated.
16.7502777777778,LAC.529,LCV_9001H,81.OnEntered,[Transfer] ToOutboundLink,Adding request to transfer flow from entity 'LAC.529' to location type 'OutboundLink' using flow regulator 'LCV_9001H.FlowRegulator'.
16.7502777777778,LAC.288,Output@LAC_Input,10.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Entity 'LAC.530' initiating transfer from '[FreeSpace] Model' into node 'LCV_9002H'.
16.7502777777778,LAC.530,LCV_9002H,57.OnEntered,[Begin],Process 'OnEntered' initiated.
16.7502777777778,LAC.530,LCV_9002H,57.OnEntered,[Transfer] ToOutboundLink,Adding request to transfer flow from entity 'LAC.530' to location type 'OutboundLink' using flow regulator 'LCV_9002H.FlowRegulator'.
16.7502777777778,LACGenServer,Model,79.LACGenServer_OnShift,[End],Process 'LACGenServer_OnShift' ended.
16.7502777777778,LACGenServer,LACGenServer,32.OnCapacityChanged,[End],Process 'OnCapacityChanged' ended.
16.7502777777778,HAC1GenServer,HAC1GenServer,32.OnCapacityChanged,[Begin],Process 'OnCapacityChanged' initiated.
16.7502777777778,HAC1GenServer,HAC1GenServer,32.OnCapacityChanged,[Assign] ProcessingCapacity,Assigning state variable 'HAC1GenServer.Processing.CurrentCapacity' the value '1' .
16.7502777777778,HAC1GenServer,HAC1GenServer,32.OnCapacityChanged,[Decide] IfOnShift,Token branching on condition '(Capacity.Previous==0)&&(Capacity>0)'.
16.7502777777778,HAC1GenServer,HAC1GenServer,32.OnCapacityChanged,[Decide] IfOnShift,Token sent to 'True' exit.
16.7502777777778,HAC1GenServer,HAC1GenServer,32.OnCapacityChanged,[Resume] Processing,Resuming process 'HAC1GenServer.OnEnteredProcessing'.
16.7502777777778,--,--,--,--,The number of suspensions applied to process 'HAC1GenServer.OnEnteredProcessing' is now '0'.
16.7502777777778,HAC1GenServer,HAC1GenServer,32.OnCapacityChanged,[Execute] OnShift_AddOnProcess,Executing process 'HAC1GenServer_OnShift'.
16.7502777777778,HAC1GenServer,Model,79.HAC1GenServer_OnShift,[Begin],Process 'HAC1GenServer_OnShift' initiated.
16.7502777777778,HAC1GenServer,Model,79.HAC1GenServer_OnShift,[Assign] FlowOn,Assigning state variable 'Output@HAC1_Input.FlowRegulator.Enabled' the value '1' .
16.7502777777778,HAC.287,Output@HAC1_Input,0.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Entity 'HAC.531' initiating transfer from '[FreeSpace] Model' into node 'HCV_9001H'.
16.7502777777778,HAC.531,HCV_9001H,42.OnEntered,[Begin],Process 'OnEntered' initiated.
16.7502777777778,HAC.531,HCV_9001H,42.OnEntered,[Transfer] ToOutboundLink,Adding request to transfer flow from entity 'HAC.531' to location type 'OutboundLink' using flow regulator 'HCV_9001H.FlowRegulator'.
16.7502777777778,HAC1GenServer,Model,79.HAC1GenServer_OnShift,[End],Process 'HAC1GenServer_OnShift' ended.
16.7502777777778,HAC1GenServer,HAC1GenServer,32.OnCapacityChanged,[End],Process 'OnCapacityChanged' ended.
16.7502777777778,HAC2GenServer,HAC2GenServer,32.OnCapacityChanged,[Begin],Process 'OnCapacityChanged' initiated.
16.7502777777778,HAC2GenServer,HAC2GenServer,32.OnCapacityChanged,[Assign] ProcessingCapacity,Assigning state variable 'HAC2GenServer.Processing.CurrentCapacity' the value '1' .
16.7502777777778,HAC2GenServer,HAC2GenServer,32.OnCapacityChanged,[Decide] IfOnShift,Token branching on condition '(Capacity.Previous==0)&&(Capacity>0)'.
16.7502777777778,HAC2GenServer,HAC2GenServer,32.OnCapacityChanged,[Decide] IfOnShift,Token sent to 'True' exit.
16.7502777777778,HAC2GenServer,HAC2GenServer,32.OnCapacityChanged,[Resume] Processing,Resuming process 'HAC2GenServer.OnEnteredProcessing'.
16.7502777777778,--,--,--,--,The number of suspensions applied to process 'HAC2GenServer.OnEnteredProcessing' is now '0'.
16.7502777777778,HAC2GenServer,HAC2GenServer,32.OnCapacityChanged,[Execute] OnShift_AddOnProcess,Executing process 'HAC2GenServer_OnShift'.
16.7502777777778,HAC2GenServer,Model,79.HAC2GenServer_OnShift,[Begin],Process 'HAC2GenServer_OnShift' initiated.
16.7502777777778,HAC2GenServer,Model,79.HAC2GenServer_OnShift,[Assign] FlowOn,Assigning state variable 'Output@HAC2_Input.FlowRegulator.Enabled' the value '1' .
16.7502777777778,LAC.293,Output@HAC2_Input,15.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Entity 'LAC.532' initiating transfer from '[FreeSpace] Model' into node 'Input@Optional_ROMPAD'.
16.7502777777778,LAC.532,Input@Optional_ROMPAD,70.OnEnteredToAssociatedObject,[Begin],Process 'OnEnteredToAssociatedObject' initiated.
16.7502777777778,LAC.532,Input@Optional_ROMPAD,70.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'LAC.532' initiating transfer from '[Node] Input@Optional_ROMPAD' into object 'Optional_ROMPAD'.
16.7502777777778,LAC.532,Input@Optional_ROMPAD,70.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Adding request to transfer flow from entity 'LAC.532' to location type 'Container' using flow regulator 'Input@Optional_ROMPAD.FlowRegulator'.
16.7502777777778,HAC2GenServer,Model,79.HAC2GenServer_OnShift,[End],Process 'HAC2GenServer_OnShift' ended.
16.7502777777778,HAC2GenServer,HAC2GenServer,32.OnCapacityChanged,[End],Process 'OnCapacityChanged' ended.
16.7502777777778,LAC.529,LCV_9001H,81.OnEntered,[Transfer] ToOutboundLink,Entity 'LAC.533' initiating transfer from '[FreeSpace] Model' into node 'FlowNode4_1'.
16.7502777777778,LAC.533,FlowNode4_1,32.OnEntered,[Begin],Process 'OnEntered' initiated.
16.7502777777778,LAC.533,FlowNode4_1,32.OnEntered,[Transfer] ToOutboundLink,Adding request to transfer flow from entity 'LAC.533' to location type 'OutboundLink' using flow regulator 'FlowNode4_1.FlowRegulator'.
16.7502777777778,HAC.531,HCV_9001H,42.OnEntered,[Transfer] ToOutboundLink,Entity 'HAC.534' initiating transfer from '[FreeSpace] Model' into node 'FlowNode1'.
16.7502777777778,HAC.534,FlowNode1,79.OnEntered,[Begin],Process 'OnEntered' initiated.
16.7502777777778,HAC.534,FlowNode1,79.OnEntered,[Transfer] ToOutboundLink,Adding request to transfer flow from entity 'HAC.534' to location type 'OutboundLink' using flow regulator 'FlowNode1.FlowRegulator'.
16.7502777777778,LAC.532,Input@Optional_ROMPAD,70.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'LAC.535' initiating transfer from '[FreeSpace] Model' into container location 'Optional_ROMPAD.FlowContainer'.
16.7502777777778,LAC.535,Optional_ROMPAD,75.OnEnteredFlowContainer,[Begin],Process 'OnEnteredFlowContainer' initiated.
16.7502777777778,LAC.535,Optional_ROMPAD,75.OnEnteredFlowContainer,[Transfer] ToOutputNode,Entity 'LAC.535' initiating transfer from '[Container] Optional_ROMPAD.FlowContainer' into node 'Output@Optional_ROMPAD'.
16.7502777777778,LAC.535,Output@Optional_ROMPAD,52.OnEnteredFromAssociatedObject,[Begin],Process 'OnEnteredFromAssociatedObject' initiated.
16.7502777777778,LAC.535,Output@Optional_ROMPAD,52.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Adding request to transfer flow from entity 'LAC.535' to location type 'OutboundLink' using flow regulator 'Output@Optional_ROMPAD.FlowRegulator'.
16.7502777777778,--,--,--,--,Firing event 'Optional_ROMPAD.WeightLevelRisingAboveLowMark.Event'.
16.7502777777778,--,--,--,--,Firing event 'Optional_ROMPAD.WeightLevelRisingAboveMidMark.Event'.
16.7502777777778,--,--,--,--,Firing event 'Optional_ROMPAD.WeightLevelRisingAboveHighMark.Event'.
16.7502777777778,--,--,--,--,Firing event 'LAC_Feeder.WeightLevelRisingAboveMidMark.Event'.
16.7502777777778,HAC.534,FlowNode1,79.OnEntered,[Transfer] ToOutboundLink,Entity 'HAC.536' initiating transfer from '[FreeSpace] Model' into node 'FlowNode4'.
16.7502777777778,HAC.536,FlowNode4,69.OnEntered,[Begin],Process 'OnEntered' initiated.
16.7502777777778,HAC.536,FlowNode4,69.OnEntered,[Transfer] ToOutboundLink,Adding request to transfer flow from entity 'HAC.536' to location type 'OutboundLink' using flow regulator 'FlowNode4.FlowRegulator'.
16.7502777777778,LAC.535,Output@Optional_ROMPAD,52.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Entity 'LAC.537' initiating transfer from '[FreeSpace] Model' into node 'FlowNode4_1'.
16.7502777777778,LAC.537,FlowNode4_1,24.OnEntered,[Begin],Process 'OnEntered' initiated.
16.7502777777778,LAC.537,FlowNode4_1,24.OnEntered,[Transfer] ToOutboundLink,Adding request to transfer flow from entity 'LAC.537' to location type 'OutboundLink' using flow regulator 'FlowNode4_1.FlowRegulator'.
16.7502777777778,LAC.535,Output@Optional_ROMPAD,52.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Entity 'LAC.538' initiating transfer from '[FreeSpace] Model' into node 'FlowNode4'.
16.7502777777778,LAC.538,FlowNode4,66.OnEntered,[Begin],Process 'OnEntered' initiated.
16.7502777777778,LAC.538,FlowNode4,66.OnEntered,[Transfer] ToOutboundLink,Adding request to transfer flow from entity 'LAC.538' to location type 'OutboundLink' using flow regulator 'FlowNode4.FlowRegulator'.
16.7502777777778,HAC.536,FlowNode4,69.OnEntered,[Transfer] ToOutboundLink,Entity 'HAC.539' initiating transfer from '[FreeSpace] Model' into node 'Input@HAC_Feeder'.
16.7502777777778,HAC.539,Input@HAC_Feeder,63.OnEnteredToAssociatedObject,[Begin],Process 'OnEnteredToAssociatedObject' initiated.
16.7502777777778,HAC.539,Input@HAC_Feeder,63.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'HAC.539' initiating transfer from '[Node] Input@HAC_Feeder' into object 'HAC_Feeder'.
16.7502777777778,HAC.539,Input@HAC_Feeder,63.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Adding request to transfer flow from entity 'HAC.539' to location type 'Container' using flow regulator 'Input@HAC_Feeder.FlowRegulator'.
16.7502777777778,HAC.539,Input@HAC_Feeder,63.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'HAC.540' initiating transfer from '[FreeSpace] Model' into container location 'HAC_Feeder.FlowContainer'.
16.7502777777778,HAC.540,HAC_Feeder,74.OnEnteredFlowContainer,[Begin],Process 'OnEnteredFlowContainer' initiated.
16.7502777777778,HAC.540,HAC_Feeder,74.OnEnteredFlowContainer,[Transfer] ToOutputNode,Entity 'HAC.540' initiating transfer from '[Container] HAC_Feeder.FlowContainer' into node 'Output@HAC_Feeder'.
16.7502777777778,HAC.540,Output@HAC_Feeder,68.OnEnteredFromAssociatedObject,[Begin],Process 'OnEnteredFromAssociatedObject' initiated.
16.7502777777778,HAC.540,Output@HAC_Feeder,68.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Adding request to transfer flow from entity 'HAC.540' to location type 'OutboundLink' using flow regulator 'Output@HAC_Feeder.FlowRegulator'.
16.7502777777778,--,--,--,--,Firing event 'HAC_Feeder.WeightLevelRisingAboveLowMark.Event'.
16.7502777777778,--,--,--,--,Firing event 'HAC_Feeder.WeightLevelRisingAboveHighMark.Event'.
16.7502777777778,HAC.540,Output@HAC_Feeder,68.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Entity 'HAC.541' initiating transfer from '[FreeSpace] Model' into node 'CV_1301H'.
16.7502777777778,HAC.541,CV_1301H,78.OnEntered,[Begin],Process 'OnEntered' initiated.
16.7502777777778,HAC.541,CV_1301H,78.OnEntered,[Transfer] ToOutboundLink,Adding request to transfer flow from entity 'HAC.541' to location type 'OutboundLink' using flow regulator 'CV_1301H.FlowRegulator'.
16.7502777777778,HAC.541,CV_1301H,78.OnEntered,[Transfer] ToOutboundLink,Entity 'HAC.542' initiating transfer from '[FreeSpace] Model' into node 'CV_1301T'.
16.7502777777778,HAC.542,CV_1301T,47.OnEntered,[Begin],Process 'OnEntered' initiated.
16.7502777777778,HAC.542,CV_1301T,47.OnEntered,[Transfer] ToOutboundLink,Adding request to transfer flow from entity 'HAC.542' to location type 'OutboundLink' using flow regulator 'CV_1301T.FlowRegulator'.
16.7502777777778,HAC.542,CV_1301T,47.OnEntered,[Transfer] ToOutboundLink,Entity 'HAC.543' initiating transfer from '[FreeSpace] Model' into node 'CV_2301H'.
16.7502777777778,HAC.543,CV_2301H,56.OnEntered,[Begin],Process 'OnEntered' initiated.
16.7502777777778,HAC.543,CV_2301H,56.OnEntered,[Transfer] ToOutboundLink,Adding request to transfer flow from entity 'HAC.543' to location type 'OutboundLink' using flow regulator 'CV_2301H.FlowRegulator'.
16.7502777777778,HAC.543,CV_2301H,56.OnEntered,[Transfer] ToOutboundLink,Entity 'HAC.544' initiating transfer from '[FreeSpace] Model' into node 'CV_2301T'.
16.7502777777778,HAC.544,CV_2301T,51.OnEntered,[Begin],Process 'OnEntered' initiated.
16.7502777777778,HAC.544,CV_2301T,51.OnEntered,[Transfer] ToOutboundLink,Adding request to transfer flow from entity 'HAC.544' to location type 'OutboundLink' using flow regulator 'CV_2301T.FlowRegulator'.
16.7502777777778,HAC.544,CV_2301T,51.OnEntered,[Transfer] ToOutboundLink,Entity 'HAC.545' initiating transfer from '[FreeSpace] Model' into node 'HAC_Washing'.
16.7502777777778,HAC.545,HAC_Washing,35.OnEntered,[Begin],Process 'OnEntered' initiated.
16.7502777777778,HAC.545,HAC_Washing,35.OnEntered,[Transfer] ToOutboundLink,Adding request to transfer flow from entity 'HAC.545' to location type 'OutboundLink' using flow regulator 'HAC_Washing.FlowRegulator'.
16.7502777777778,HAC.545,HAC_Washing,35.OnEntered,[Transfer] ToOutboundLink,Entity 'HAC.546' initiating transfer from '[FreeSpace] Model' into node 'CV_3301H'.
16.7502777777778,HAC.546,CV_3301H,48.OnEntered,[Begin],Process 'OnEntered' initiated.
16.7502777777778,HAC.546,CV_3301H,48.OnEntered,[Transfer] ToOutboundLink,Adding request to transfer flow from entity 'HAC.546' to location type 'OutboundLink' using flow regulator 'CV_3301H.FlowRegulator'.
16.7502777777778,HAC.546,CV_3301H,48.OnEntered,[Transfer] ToOutboundLink,Entity 'Washed.547' initiating transfer from '[FreeSpace] Model' into node 'CV_3301T'.
16.7502777777778,Washed.547,CV_3301T,80.OnEntered,[Begin],Process 'OnEntered' initiated.
16.7502777777778,Washed.547,CV_3301T,80.OnEntered,[Transfer] ToOutboundLink,Adding request to transfer flow from entity 'Washed.547' to location type 'OutboundLink' using flow regulator 'CV_3301T.FlowRegulator'.
16.7502777777778,Washed.547,CV_3301T,80.OnEntered,[Transfer] ToOutboundLink,Entity 'Washed.548' initiating transfer from '[FreeSpace] Model' into node 'FlowNode8'.
16.7502777777778,Washed.548,FlowNode8,37.OnEntered,[Begin],Process 'OnEntered' initiated.
16.7502777777778,Washed.548,FlowNode8,37.OnEntered,[Transfer] ToOutboundLink,Adding request to transfer flow from entity 'Washed.548' to location type 'OutboundLink' using flow regulator 'FlowNode8.FlowRegulator'.
16.8034477728861,LAC_Feeder,LAC_Feeder,53.OnFlowContainerFull,[Begin],Process 'OnFlowContainerFull' initiated.
16.8034477728861,LAC_Feeder,LAC_Feeder,53.OnFlowContainerFull,[Fire] TankFullEvent,Firing event 'LAC_Feeder.TankFull'.
16.8034477728861,LAC_Feeder,LAC_Feeder,53.OnFlowContainerFull,[Assign] OnTankFullAssignments,Assigning state variable 'LCV_9001H.FlowRegulator.Enabled' the value '0' .
16.8034477728861,LAC_Feeder,LAC_Feeder,53.OnFlowContainerFull,[Assign] OnTankFullAssignments,Assigning state variable 'LCV_9003H.FlowRegulator.Enabled' the value '0' .
16.8034477728861,LAC_Feeder,LAC_Feeder,53.OnFlowContainerFull,[Assign] OnTankFullAssignments,Assigning state variable 'LCV_9002H.FlowRegulator.Enabled' the value '1' .
16.8034477728861,LAC.530,LCV_9002H,57.OnEntered,[Transfer] ToOutboundLink,Entity 'LAC.549' initiating transfer from '[FreeSpace] Model' into node 'Input@LAC_ROMPAD'.
16.8034477728861,LAC.549,Input@LAC_ROMPAD,43.OnEnteredToAssociatedObject,[Begin],Process 'OnEnteredToAssociatedObject' initiated.
